id,name,type,cuisine,meta_code_com,meta_code_dep,meta_geo_point_lat,meta_geo_point_lon,created_at,vegan,vegetarian,note
8827,Del Papa,restaurant,pizza,75116,75,48.8748890980197,2.2837908809239,2024-12-12 09:18:07,0,0,
8828,Umee,restaurant,asian,75116,75,48.8471971339531,2.2660850324792,2024-12-12 09:18:07,0,0,
8829,Hoki Sushi,restaurant,japanese,75116,75,48.8376361484601,2.2580512297445,2024-12-12 09:18:07,0,0,
8830,Sushi Ren,restaurant,japanese,75116,75,48.8756049963697,2.28661943796882,2024-12-12 09:18:07,0,0,
8831,Le Galion,restaurant,,75116,75,48.8639395372852,2.22868104623479,2024-12-12 09:18:07,0,0,
8832,Forest,restaurant,,75116,75,48.8643974698174,2.29736738477018,2024-12-12 09:18:07,0,0,
8833,Chlew,restaurant,,75116,75,48.8703245650085,2.2865583338947,2024-12-12 09:18:07,0,0,
8834,Yummy,restaurant,japanese,75116,75,48.847136197517,2.25965854349704,2024-12-12 09:18:07,0,0,
8835,Le Bizetro,restaurant,french,75116,75,48.8667785170519,2.29871536243854,2024-12-12 09:18:07,0,0,
8836,HSP La Cabane,restaurant,seafood,75116,75,48.8504055588498,2.26719135987906,2024-12-12 09:18:07,0,0,
8837,Les jardins de Presbourg,restaurant,,75116,75,48.8742057214539,2.29261031944307,2024-12-12 09:18:07,0,0,
8838,Le Stella,restaurant,seafood,75116,75,48.8675783182527,2.28072779822818,2024-12-12 09:18:07,0,0,
8839,La Crêperie d’Eugénie,restaurant,crepe,75116,75,48.8794413934522,2.26148278090372,2024-12-12 09:18:07,0,1,
8840,Big Buddha,restaurant,,75116,75,48.8575039411904,2.27544007461117,2024-12-12 09:18:07,0,0,
8841,Rammal,restaurant,lebanese,75116,75,48.8506955726996,2.27709365646922,2024-12-12 09:18:07,0,0,
8842,Le Paradis du Couscous,restaurant,moroccan,75116,75,48.8467842414027,2.27013039040784,2024-12-12 09:18:07,1,1,
8843,Les Ondes,restaurant,french,75116,75,48.8512468504713,2.27799714181231,2024-12-12 09:18:07,0,0,
8844,La Rotonde de la Muette,restaurant,,75116,75,48.8583843762997,2.27307193550755,2024-12-12 09:18:07,0,0,
8845,Bistrot Paul Chêne,restaurant,french,75116,75,48.8657555895886,2.2858885360121,2024-12-12 09:18:07,0,0,
8846,Le Mouton Blanc,restaurant,french,75116,75,48.8477512615718,2.26581488373992,2024-12-12 09:18:07,0,0,
8847,La Grande Cascade,restaurant,fine_dining,75116,75,48.8626371863319,2.24043875570115,2024-12-12 09:18:07,0,0,
8848,Relais d'Auteuil,restaurant,,75116,75,48.8449313378872,2.25757698166294,2024-12-12 09:18:07,0,0,
8849,Sushi Marché,restaurant,japanese,75116,75,48.8467270768231,2.27103479776025,2024-12-12 09:18:07,0,0,
8850,Nagano,restaurant,japanese,75117,75,48.8889329767869,2.30546991911092,2024-12-12 09:18:08,0,0,
8851,Le Guersant,restaurant,,75117,75,48.8833474441501,2.28750825498136,2024-12-12 09:18:08,0,0,
8852,Léon,restaurant,friture,75117,75,48.8786480463169,2.2846183424052,2024-12-12 09:18:08,0,0,
8853,Le Congrès,restaurant,"breakfast, coffee_shop, french",75117,75,48.8775054608883,2.28449692601851,2024-12-12 09:18:08,0,0,
8854,Goütu,restaurant,,75117,75,48.8790897611602,2.28260400124493,2024-12-12 09:18:08,0,0,
8855,Le P'tit Bougnat,restaurant,french,75117,75,48.8786553385726,2.29993836593059,2024-12-12 09:18:08,0,0,
8856,Pike Poké,restaurant,caribbean,75117,75,48.8841059225683,2.29099495906348,2024-12-12 09:18:08,0,0,
8857,Chez Paul,restaurant,lebanese,75117,75,48.893460461786,2.32388588239246,2024-12-12 09:18:08,0,1,
8858,Bistrot des Ternes,restaurant,couscous,75117,75,48.8794283176833,2.28881549660031,2024-12-12 09:18:08,0,0,
8859,Le 95,restaurant,,75117,75,48.89587704829,2.31823715020579,2024-12-12 09:18:08,0,0,
8860,Chez Ly,restaurant,chinese,75117,75,48.8840870632862,2.29674058605084,2024-12-12 09:18:08,0,0,
8861,Sonata Pizza,restaurant,pizza,75117,75,48.8903944454242,2.31970222306148,2024-12-12 09:18:08,0,0,
8862,I.Izakaya,restaurant,japanese,75117,75,48.8853833246119,2.32554901962015,2024-12-12 09:18:08,0,0,
8863,Swadee,restaurant,thai,75117,75,48.8780229239782,2.28545695181771,2024-12-12 09:18:08,0,0,
8864,Flavio,restaurant,,75117,75,48.8815584945558,2.30187374737335,2024-12-12 09:18:08,0,0,
8865,Iossa,restaurant,,75117,75,48.8801702837522,2.29942128632382,2024-12-12 09:18:08,0,0,
8866,Mon Petit des Dames,restaurant,french,75117,75,48.8828609584899,2.3178333939299,2024-12-12 09:18:08,0,0,
8867,L’Aligot,restaurant,french,75117,75,48.8823181464404,2.29582687478592,2024-12-12 09:18:08,0,0,
8868,La Cantine du Troquet,restaurant,french,75117,75,48.882736990142,2.29122294682981,2024-12-12 09:18:08,0,0,
8869,En Face,restaurant,french,75117,75,48.8816789425044,2.28886796731416,2024-12-12 09:18:08,0,0,
8870,Villa des Ternes,restaurant,pizza,75117,75,48.8817443213491,2.28880283992652,2024-12-12 09:18:08,0,0,
8871,Restaurant Brigitte,restaurant,french,75117,75,48.8820347542941,2.31395282421767,2024-12-12 09:18:08,0,0,
8872,Monte Carlo,restaurant,french,75117,75,48.8753795231743,2.29589451674451,2024-12-12 09:18:08,0,0,
8873,La Terrasse,restaurant,"breakfast, french, coffee_shop",75117,75,48.8773805349189,2.28488287526935,2024-12-12 09:18:08,0,0,
8874,L'Arc,restaurant,french,75117,75,48.8769039399045,2.29196499671775,2024-12-12 09:18:08,0,0,
8875,Onigiriya,restaurant,japanese,75117,75,48.8895960691469,2.31936334271617,2024-12-12 09:18:08,0,0,
8876,Salicorne,restaurant,,75117,75,48.8886182363227,2.31734833319325,2024-12-12 09:18:08,0,0,
8877,Guocheng,restaurant,chinese,75117,75,48.8883219360455,2.30622697260554,2024-12-12 09:18:08,0,0,
8878,Amalfi,restaurant,pizza,75117,75,48.8876759427679,2.29839793976535,2024-12-12 09:18:08,0,0,
8879,Bibimbaps,restaurant,corean,75117,75,48.8879491928114,2.30715116124946,2024-12-12 09:18:08,0,0,
8880,Le Pouzzoulou,restaurant,,75117,75,48.8807197175052,2.30576479446455,2024-12-12 09:18:08,0,0,
8881,Petit Gris,restaurant,,75117,75,48.8842824454491,2.29445324849382,2024-12-12 09:18:08,0,0,
8882,La Bonne Pizza,restaurant,pizza,75117,75,48.8966551403616,2.32263605681027,2024-12-12 09:18:08,0,0,
8883,Sale e Pepe,restaurant,italian,75117,75,48.880996571767,2.29909078788168,2024-12-12 09:18:08,0,0,
8884,Café L'Entracte,restaurant,french,75117,75,48.884049679998,2.32630624075284,2024-12-12 09:18:08,0,0,
8885,Villa Mimouna,restaurant,moroccan,75117,75,48.8864182381967,2.31336064275845,2024-12-12 09:18:08,1,1,
8886,La Belote,restaurant,brasserie,75117,75,48.8854658863582,2.31496695068262,2024-12-12 09:18:08,0,0,
8887,BamBou D'or,restaurant,,75117,75,48.8875027726484,2.31300826754904,2024-12-12 09:18:08,0,0,
8888,Misa Bulgogi,restaurant,korean,75117,75,48.8769322707372,2.29534206550636,2024-12-12 09:18:08,0,0,
8889,Gabrielli,restaurant,italian,75117,75,48.8850187956429,2.29399517748541,2024-12-12 09:18:08,0,0,
8890,Toyamah,restaurant,japanese,75117,75,48.8800770769889,2.29408033762164,2024-12-12 09:18:08,0,0,
8891,Andy Sushi,restaurant,chinese,75117,75,48.8943475185989,2.32049733039651,2024-12-12 09:18:08,0,0,
8892,New Susama,restaurant,japanese,75117,75,48.8844968545323,2.32586803485495,2024-12-12 09:18:08,0,0,
8893,Chez Gusto,restaurant,italian,75117,75,48.8950534424842,2.31710374925865,2024-12-12 09:18:08,0,1,
8894,L'Étoile du Kashmir,restaurant,indian,75117,75,48.8831341247144,2.3236836270689,2024-12-12 09:18:08,0,1,
8895,Cascade de Chine,restaurant,chinese,75117,75,48.8920747655534,2.31791964371357,2024-12-12 09:18:08,0,0,
8896,Asian Moon,restaurant,asian,75117,75,48.8996162991147,2.32160759729089,2024-12-12 09:18:08,0,0,
8897,Le Truffaut,restaurant,,75117,75,48.8887808452443,2.3164895233941,2024-12-12 09:18:08,0,0,
8898,Casablanca,restaurant,arab,75117,75,48.8932741320785,2.32334256742877,2024-12-12 09:18:08,0,0,
8899,Faby,restaurant,,75117,75,48.8842525220548,2.29446129512087,2024-12-12 09:18:08,0,0,
8900,Sushi Rome,restaurant,sushi,75117,75,48.8844478203987,2.32336804841441,2024-12-12 09:18:08,0,0,
8901,Aux Saveurs d'Italie,restaurant,italian,75117,75,48.8929462320264,2.32663556572854,2024-12-12 09:18:08,0,0,
8902,Moo Thaï,restaurant,thai,75117,75,48.8762804939465,2.29587423253884,2024-12-12 09:18:08,0,0,
8903,Bistrot Jadis,restaurant,,75117,75,48.8856492823996,2.3039028384936,2024-12-12 09:18:08,0,0,
8904,Dochilak,restaurant,korean,75117,75,48.8850304464883,2.31125695269998,2024-12-12 09:18:08,1,1,
8905,Le Pont de Tokyo,restaurant,japanese,75117,75,48.8773289862145,2.29281123366215,2024-12-12 09:18:09,0,0,
8906,Chipahuafco,restaurant,,75117,75,48.8844523466265,2.31962443900002,2024-12-12 09:18:09,0,0,
8907,Gare au Gorille,restaurant,,75117,75,48.8835394735518,2.31994437624417,2024-12-12 09:18:09,0,0,
8908,Brasileirinho,restaurant,brazilian,75117,75,48.8898594285447,2.32354976807522,2024-12-12 09:18:09,0,0,
8909,Chez Maxence,restaurant,crepe,75117,75,48.8850256688035,2.31590052705809,2024-12-12 09:18:09,0,0,
8910,Palermo,restaurant,,75117,75,48.8890385887669,2.31969954085247,2024-12-12 09:18:09,0,0,
8911,Moonasia,restaurant,asian,75117,75,48.8924901726747,2.31661743123652,2024-12-12 09:18:09,0,0,
8912,Burger Bro,restaurant,burger,75117,75,48.8921198601925,2.31773649912921,2024-12-12 09:18:09,0,0,
8913,Le Bon Bobun,restaurant,vietnamese,75117,75,48.8918578418993,2.32164783042612,2024-12-12 09:18:09,0,0,
8914,Rooster,restaurant,french,75117,75,48.8867467249821,2.31312268052736,2024-12-12 09:18:09,0,0,
8915,Okito,restaurant,japanese,75117,75,48.8805531690891,2.29349712479882,2024-12-12 09:18:09,0,0,
8916,Flocco,restaurant,italian,75117,75,48.885636961002,2.29777591873085,2024-12-12 09:18:09,0,0,
8917,Le Petit Bouchon,restaurant,french,75117,75,48.8882019910111,2.30643593345167,2024-12-12 09:18:09,0,0,
8918,L'Ardoise,restaurant,french,75117,75,48.8889869562433,2.30539791856265,2024-12-12 09:18:09,0,0,
8919,Le Two Paris,restaurant,,75117,75,48.8785177829213,2.28394180733027,2024-12-12 09:18:09,0,0,
8920,Le Talon Caché,restaurant,italian,75117,75,48.883117277089,2.30078393232273,2024-12-12 09:18:09,0,0,
8921,Le Paradis du Fruit,restaurant,"french, international",75117,75,48.8835411499325,2.32644227904137,2024-12-12 09:18:09,0,0,
8922,Les résidents,restaurant,french,75117,75,48.8844542744642,2.31242539000235,2024-12-12 09:18:09,0,0,
8923,TigerMilk,restaurant,,75117,75,48.8827654886128,2.3150003944763,2024-12-12 09:18:09,0,1,
8924,Jardin de Sans-Souci,restaurant,chinese,75117,75,48.8853540717698,2.29523963864958,2024-12-12 09:18:09,0,0,
8925,Le Diplomate,restaurant,,75117,75,48.8788640479616,2.30085702251839,2024-12-12 09:18:09,0,0,
8926,Benvenito,restaurant,pizza,75117,75,48.8840039986257,2.29335396189262,2024-12-12 09:18:09,0,0,
8927,Chez Gusto,restaurant,pizza,75117,75,48.8869649897408,2.31235942442439,2024-12-12 09:18:09,0,1,
8928,La Cuisinière Lyonnaise,restaurant,,75117,75,48.8777759931107,2.28779608953633,2024-12-12 09:18:09,0,0,
8929,Bio logis,restaurant,,75117,75,48.8813511262713,2.30890867870687,2024-12-12 09:18:09,0,1,
8930,Casa Italia 17e,restaurant,pizza,75117,75,48.8845759796983,2.28953173022649,2024-12-12 09:18:09,0,0,
8931,Cantine,restaurant,,75117,75,48.8959868030662,2.31569790791256,2024-12-12 09:18:09,0,0,
8932,Autana,restaurant,,75117,75,48.8815756774573,2.30831775453314,2024-12-12 09:18:09,0,0,
8933,L'Oceano,restaurant,portuguese,75117,75,48.8868285323571,2.31322443683189,2024-12-12 09:18:09,0,1,
8934,Teppanyaki Sushi,restaurant,japanese,75117,75,48.8847351520395,2.3118710947455,2024-12-12 09:18:09,0,0,
8935,Café des deux gares,restaurant,,75117,75,48.8932083341386,2.31639254477437,2024-12-12 09:18:09,0,0,
8936,Le P'tit Musset,restaurant,french,75117,75,48.8866402748119,2.31327078875643,2024-12-12 09:18:09,0,0,
8937,Schwartz's Deli,restaurant,burger,75117,75,48.8805134388681,2.29542747709968,2024-12-12 09:18:09,0,0,
8938,La Cantine Libanaise,restaurant,lebanese,75117,75,48.888872459446,2.31467517663316,2024-12-12 09:18:09,1,1,
8939,Maison Massala,restaurant,indian,75117,75,48.8874790518624,2.31190805893849,2024-12-12 09:18:09,1,1,
8940,Soleil de Kyoto,restaurant,japanese,75117,75,48.893999082884,2.31335754145428,2024-12-12 09:18:09,0,0,
8941,Les 2 Coupoles,restaurant,,75117,75,48.894181473097,2.31420201819901,2024-12-12 09:18:09,0,0,
8942,Clasico Argentino,restaurant,argentinian,75117,75,48.8811644612876,2.29418947000096,2024-12-12 09:18:09,0,0,
8943,Ichiban Sushi,restaurant,japanese,75117,75,48.8837359453622,2.321264525994,2024-12-12 09:18:09,0,0,
8944,Seç,restaurant,turkish,75117,75,48.8865343275557,2.31098445702779,2024-12-12 09:18:09,0,0,
8945,Ristorante de Luca,restaurant,,75117,75,48.8780305515101,2.28718806628012,2024-12-12 09:18:09,0,0,
8946,Tokyo Sakanaya,restaurant,,75117,75,48.8927137180323,2.32652115275022,2024-12-12 09:18:09,0,0,
8947,La Cabana,restaurant,colombien,75117,75,48.891350066205,2.31984127883513,2024-12-12 09:18:09,0,0,
8948,Busan Park,restaurant,korean,75117,75,48.8907614889642,2.31178744335182,2024-12-12 09:18:09,0,0,
8949,Jour Phalsbourg,restaurant,,75117,75,48.8813898506639,2.30885528598367,2024-12-12 09:18:10,0,1,
8950,Le Cardinet,restaurant,french,75117,75,48.8846721201277,2.30989405524394,2024-12-12 09:18:10,0,1,
8951,Moudiba's Taste,restaurant,gabonese,75117,75,48.8856699857005,2.31063543457967,2024-12-12 09:18:10,0,0,
8952,ToVim,restaurant,,75117,75,48.8798761627699,2.29895776707832,2024-12-12 09:18:10,0,0,
8953,Le Courcelles,restaurant,,75117,75,48.8794606718295,2.30369329091425,2024-12-12 09:18:10,0,0,
8954,Di Carla,restaurant,italian,75117,75,48.8753409664197,2.29397095378522,2024-12-12 09:18:10,0,0,
8955,Petrus,restaurant,,75117,75,48.8852174467481,2.29647479590122,2024-12-12 09:18:10,0,0,
8956,Ricci,restaurant,italian,75117,75,48.8816269747047,2.29217747796321,2024-12-12 09:18:10,0,0,
8957,La Compagnie,restaurant,,75117,75,48.8826124350608,2.30112784180994,2024-12-12 09:18:10,0,0,
8958,Nini,restaurant,,75117,75,48.8802501632894,2.2957037446283,2024-12-12 09:18:10,0,0,
8959,Konvives,restaurant,french,75117,75,48.8946949484855,2.31936216924973,2024-12-12 09:18:10,0,0,
8960,Jacob Meatpacker,restaurant,burger,75117,75,48.8804241715993,2.30267664987835,2024-12-12 09:18:10,0,0,
8961,Fratellini Caffe,restaurant,italian,75117,75,48.8773155751694,2.28507146809076,2024-12-12 09:18:10,0,0,
8962,おおさかすし,restaurant,,75117,75,48.8891571926968,2.31982476648588,2024-12-12 09:18:10,0,0,
8963,Comptoir Parisien,restaurant,Brasserie,75117,75,48.8924285656864,2.31727222551245,2024-12-12 09:18:10,0,0,
8964,I Galli,restaurant,italian,75117,75,48.8998325522166,2.32175478351061,2024-12-12 09:18:10,0,0,
8965,Le Beirut,restaurant,,75117,75,48.8834511282924,2.32604321663126,2024-12-12 09:18:10,0,0,
8966,Poké Shop,restaurant,,75117,75,48.8841249494885,2.32264896494115,2024-12-12 09:18:10,0,0,
8967,Quatre-Vingt-Neuf,restaurant,,75117,75,48.8886786698446,2.31992576841913,2024-12-12 09:18:10,0,0,
8968,Les Éléphants,restaurant,,75117,75,48.8885096906766,2.32185897056706,2024-12-12 09:18:10,0,0,
8969,Tiger Thaï,restaurant,thai,75117,75,48.886579925109,2.32268986862863,2024-12-12 09:18:10,0,0,
8970,Hoki,restaurant,japanese,75117,75,48.8903631809254,2.3125052695396,2024-12-12 09:18:10,0,0,
8971,Étoile Saigon,restaurant,vietnamese,75117,75,48.8920564930045,2.32251242373846,2024-12-12 09:18:10,0,0,
8972,Les Phénomènes,restaurant,,75117,75,48.8942067864446,2.32047277142021,2024-12-12 09:18:10,0,0,
8973,San Remo,restaurant,pizza,75117,75,48.8842579702919,2.29683496628058,2024-12-12 09:18:10,0,0,
8974,Le Lutin,restaurant,,75117,75,48.8798756598557,2.29518775466892,2024-12-12 09:18:10,0,0,
8975,Chez Gladines Batignolles,restaurant,french,75117,75,48.8822079244137,2.31992291857205,2024-12-12 09:18:10,0,1,
8976,Le Saint-Ferdinand,restaurant,,75117,75,48.8778734746446,2.2875841950241,2024-12-12 09:18:10,0,0,
8977,Bloom Sushi – Wagram,restaurant,"japanese, sushi",75117,75,48.8819544556617,2.3016488609112,2024-12-12 09:18:10,1,0,
8978,Chez Irene et Bernard,restaurant,french,75117,75,48.8936351406482,2.32219374377979,2024-12-12 09:18:10,0,0,
8979,Mamma Primi,restaurant,italian,75117,75,48.8835591710243,2.32061249774611,2024-12-12 09:18:10,0,1,
8980,Rimal,restaurant,lebanese,75117,75,48.8810779600469,2.31264197838036,2024-12-12 09:18:10,0,0,
8981,G by Gaspard,restaurant,indian,75117,75,48.8797616659725,2.29426155436826,2024-12-12 09:18:10,0,0,
8982,Madame Fan,restaurant,chinese,75117,75,48.8801082576687,2.29430514026475,2024-12-12 09:18:10,0,0,
8983,Le Celtique,restaurant,,75117,75,48.8863429687063,2.2961139549696,2024-12-12 09:18:10,0,0,
8984,Bassar,restaurant,italian,75117,75,48.8853109887875,2.29555094253345,2024-12-12 09:18:10,0,0,
8985,Bibimbaps,restaurant,korean,75117,75,48.8786059691629,2.28958394948324,2024-12-12 09:18:10,0,0,
8986,Il Nuovo,restaurant,italian,75117,75,48.8857238813379,2.29669213865051,2024-12-12 09:18:10,0,0,
8987,Santa Maria,restaurant,,75117,75,48.8858369532117,2.31405525107445,2024-12-12 09:18:10,0,1,
8988,Sterne,restaurant,"seafood, fish",75117,75,48.8867415282022,2.32267084170843,2024-12-12 09:18:10,0,0,
8989,Osaki sushi,restaurant,japanese,75117,75,48.8846198170519,2.30976723704893,2024-12-12 09:18:10,1,1,
8990,Figuig,restaurant,moroccan,75117,75,48.8764118383692,2.29572838742362,2024-12-12 09:18:10,0,0,
8991,Kashmir,restaurant,,75117,75,48.8898582550782,2.32176333305185,2024-12-12 09:18:10,0,0,
8992,Le Crabe Marteau,restaurant,"french, seafood",75117,75,48.8763925599919,2.29062263492452,2024-12-12 09:18:10,0,0,
8993,Le Bisso,restaurant,african,75117,75,48.8935918900278,2.32308524300134,2024-12-12 09:18:10,0,0,
8994,Takuya Sushi,restaurant,"sushi, japanese",75117,75,48.8892240802841,2.31896545377253,2024-12-12 09:18:10,0,0,
8995,Maharaja,restaurant,indian,75117,75,48.8862217663864,2.32208293501984,2024-12-12 09:18:10,0,0,
8996,Maison Pillet,restaurant,,75117,75,48.885092975486,2.30650189902963,2024-12-12 09:18:10,0,0,
8997,Manhattan Terrazza,restaurant,french,75117,75,48.8849009460843,2.29888895165325,2024-12-12 09:18:10,0,0,
8998,Ouya's,restaurant,japanese,75117,75,48.8845429549997,2.29866398137207,2024-12-12 09:18:10,0,0,
8999,Saïgon Étoile,restaurant,vietnamese,75117,75,48.8772509506959,2.29200095508236,2024-12-12 09:18:10,0,0,
9000,La Famiglia,restaurant,italian,75117,75,48.8796559701735,2.28649597253508,2024-12-12 09:18:10,0,0,
9001,Thaï Chine,restaurant,,75117,75,48.8883999715641,2.29993995849219,2024-12-12 09:18:10,0,0,
9002,Le Mandarin Saint-Cyr,restaurant,chinese,75117,75,48.8822996224344,2.28659513044963,2024-12-12 09:18:10,0,0,
9003,Le Baan Hai,restaurant,thai,75117,75,48.8843133746718,2.29437982302204,2024-12-12 09:18:10,0,0,
9004,Chez Georges,restaurant,french,75117,75,48.8778620752563,2.28489863324731,2024-12-12 09:18:10,0,0,
9005,Cacher Délice,restaurant,,75117,75,48.887152995829,2.29474099922979,2024-12-12 09:18:10,0,0,
9006,Le Colisée Wagram,restaurant,italian,75117,75,48.8842799308782,2.30472895887038,2024-12-12 09:18:11,0,0,
9007,Soleil Levant,restaurant,japanese,75117,75,48.8803676775719,2.30295182775953,2024-12-12 09:18:11,0,0,
9008,Le Bloc,restaurant,,75117,75,48.8890808335589,2.31792442139837,2024-12-12 09:18:11,0,0,
9009,Le Bœuf Volant,restaurant,steak_house,75117,75,48.8841246980314,2.32099596981629,2024-12-12 09:18:11,0,0,
9010,Marsac Restauration,restaurant,,75117,75,48.8939096479771,2.32552446064386,2024-12-12 09:18:11,0,0,
9011,Nagoya,restaurant,japanese,75117,75,48.8766337911652,2.29567197721528,2024-12-12 09:18:11,0,0,
9012,Le Pot de Rome,restaurant,french,75117,75,48.8839052598063,2.31842163589462,2024-12-12 09:18:11,0,0,
9013,Saïdoune,restaurant,lebanese,75117,75,48.884757531721,2.31509167340187,2024-12-12 09:18:11,1,1,
9014,Buza,restaurant,,75117,75,48.8762392549829,2.29022684145664,2024-12-12 09:18:11,0,0,
9015,Bidou Bar,restaurant,,75117,75,48.876144623296,2.2924123388901,2024-12-12 09:18:11,0,0,
9016,La maison du mochi,restaurant,japanese,75117,75,48.8840197566037,2.31419573177163,2024-12-12 09:18:11,0,0,
9017,Mora,restaurant,italian,75117,75,48.8936083185581,2.32236741681356,2024-12-12 09:18:11,0,0,
9018,Ma Chère et Tendre,restaurant,steak_house,75117,75,48.8792169260852,2.28496543701561,2024-12-12 09:18:11,0,0,
9019,Jey's,restaurant,israeli,75117,75,48.8852142616249,2.32529622142044,2024-12-12 09:18:11,0,0,
9020,Le Petit Cambodge,restaurant,vietnamese,75117,75,48.892031598752,2.32235115592141,2024-12-12 09:18:11,0,0,
9021,La Maison,restaurant,french,75117,75,48.8781868740043,2.28840629208736,2024-12-12 09:18:11,0,0,
9022,Sakura,restaurant,japanese,75117,75,48.88036524682,2.2993105613829,2024-12-12 09:18:11,0,0,
9023,Roca,restaurant,french,75117,75,48.8848607967681,2.29513704415473,2024-12-12 09:18:11,0,0,
9024,Ney's,restaurant,sushi,75117,75,48.8850319552309,2.29523896809732,2024-12-12 09:18:11,0,0,
9025,Il Ristorante,restaurant,italian,75117,75,48.881207795727,2.29852425504618,2024-12-12 09:18:11,0,0,
9026,Mimi,restaurant,thai,75117,75,48.8855282477178,2.31000276852811,2024-12-12 09:18:11,1,1,
9027,Rannouch,restaurant,lebanese,75117,75,48.8863982892672,2.31127757218178,2024-12-12 09:18:11,1,1,
9028,Chez Valentina,restaurant,pizza,75117,75,48.8820902424931,2.28631986874942,2024-12-12 09:18:11,0,0,
9029,Le Poncelet,restaurant,french,75117,75,48.8803158774103,2.29952262353316,2024-12-12 09:18:11,0,0,
9030,Naoko,restaurant,japanese,75117,75,48.8842474929129,2.32610121940124,2024-12-12 09:18:11,0,0,
9031,Lyna restaurant,restaurant,italian,75117,75,48.8879179283126,2.30678998504172,2024-12-12 09:18:11,0,0,
9032,Délices de Shangaï,restaurant,chinese,75117,75,48.8813579994319,2.28541395265441,2024-12-12 09:18:11,0,0,
9033,Janna,restaurant,lebanese,75117,75,48.8775699659307,2.28777999628224,2024-12-12 09:18:11,0,0,
9034,Sushi Emany,restaurant,"japanese, ramen, sushi",75117,75,48.8889855313198,2.3223376610573,2024-12-12 09:18:11,0,0,
9035,Cafuné,restaurant,brazilian,75117,75,48.8861405457446,2.31878742214911,2024-12-12 09:18:11,0,1,
9036,Giovanna,restaurant,italian,75117,75,48.8859855643549,2.31905446958422,2024-12-12 09:18:11,0,1,
9037,Restaurant émeraude,restaurant,regional,75117,75,48.8813191268059,2.29356833937232,2024-12-12 09:18:11,0,0,
9038,Sormani,restaurant,,75117,75,48.8759312200412,2.29380968596817,2024-12-12 09:18:11,0,0,
9039,Chez Lucette,restaurant,french,75117,75,48.8934316280391,2.32325212669352,2024-12-12 09:18:11,0,0,
9040,Mamma & Mamma,restaurant,pizza,75117,75,48.8871574382376,2.3129220177654,2024-12-12 09:18:11,0,0,
9041,PeGast,restaurant,,75117,75,48.8836866597715,2.32058777113176,2024-12-12 09:18:11,0,0,
9042,Perlimpinpin,restaurant,,75117,75,48.884820982728,2.31748495821498,2024-12-12 09:18:11,0,0,
9043,Montijo,restaurant,,75117,75,48.887152995829,2.31417008314793,2024-12-12 09:18:11,0,0,
9044,La Terrasse,restaurant,,75117,75,48.8943657911478,2.31243117351553,2024-12-12 09:18:11,0,0,
9045,Mizu ramen,restaurant,ramen,75117,75,48.8849788977838,2.31532225955814,2024-12-12 09:18:11,0,1,
9046,Royal Etoile,restaurant,asian,75117,75,48.8761370795832,2.29605335380967,2024-12-12 09:18:11,0,0,
9047,Popu,restaurant,pizza,75117,75,48.8823529313386,2.3159879503082,2024-12-12 09:18:11,0,0,
9048,Augusta,restaurant,,75117,75,48.8866721260439,2.30882041726647,2024-12-12 09:18:11,0,0,
9049,En bas,restaurant,,75117,75,48.8797431419665,2.28850477944965,2024-12-12 09:18:12,0,0,
9050,Tropicalia,restaurant,brazilian,75117,75,48.89304287537,2.3231464308945,2024-12-12 09:18:12,0,0,
9051,Cucuzza Ristorante,restaurant,pizza,75117,75,48.8879693931981,2.31867359590402,2024-12-12 09:18:12,0,1,
9052,Hokkaido Sushi,restaurant,japanese,75117,75,48.879210974934,2.29074794437696,2024-12-12 09:18:12,0,0,
9053,Bistrot du Passage,restaurant,french,75117,75,48.8824594653279,2.31717683945433,2024-12-12 09:18:12,0,0,
9054,Aji Ramen,restaurant,japanese,75117,75,48.8841483349983,2.32273915421931,2024-12-12 09:18:12,0,0,
9055,Yokosuka,restaurant,japanese,75117,75,48.8774749989677,2.29185594815746,2024-12-12 09:18:12,0,0,
9056,Soho Moroccan Grill,restaurant,couscous,75117,75,48.8852106574066,2.29352436598415,2024-12-12 09:18:12,0,0,
9057,Le Potager de Charlotte,restaurant,,75117,75,48.8816004878907,2.29799929645043,2024-12-12 09:18:12,1,0,
9058,31 Street,restaurant,,75117,75,48.8924416414553,2.3209817205809,2024-12-12 09:18:12,0,0,
9059,Crêperie du Palais,restaurant,crepe,75117,75,48.8926402925605,2.31021365721196,2024-12-12 09:18:12,0,0,
9060,Dalmania,restaurant,indian,75117,75,48.8868868704032,2.31207259569777,2024-12-12 09:18:12,1,1,
9061,Oko Sushi,restaurant,japanese,75117,75,48.8871198873114,2.31245992344344,2024-12-12 09:18:12,1,1,
9062,Picky Spring,restaurant,,75117,75,48.8843437171613,2.31594319094526,2024-12-12 09:18:12,0,0,
9063,Assinie,restaurant,african,75117,75,48.8854459374286,2.31045161944306,2024-12-12 09:18:12,0,0,
9064,Le Costaud des Batignolles,restaurant,,75117,75,48.8883795197203,2.31750105146907,2024-12-12 09:18:12,0,0,
9065,Brasserie Naï,restaurant,,75117,75,48.8748016747696,2.29285624448218,2024-12-12 09:18:12,0,0,
9066,Kirane's,restaurant,indian,75117,75,48.8797929304713,2.28842397790305,2024-12-12 09:18:12,0,0,
9067,Tomiki,restaurant,japanese,75117,75,48.8844706191754,2.31493685965023,2024-12-12 09:18:12,0,0,
