restaurant_name,address,phone_number,reviews_count,reviews_average,type,cuisine,meta_code_com,meta_code_dep,meta_geo_point_lat,meta_geo_point_lon,vegan,vegetarian
chennai dosa,"168 Rue du Faubourg Saint-Denis, 75010 Paris",01 83 91 45 70,2194,4.4,restaurant,indian,75110,75,48.8797113745534,2.35745515314531,1,0
tokioyaki,"231 Rue du Faubourg Saint-Martin, 75010 Paris",01 46 07 67 91,213,4.3,restaurant,japanese,75110,75,48.8820693715542,2.36609211763238,0,0
generoso,"46 Quai de Jemmapes, 75010 Paris",01 80 06 39 47,125,4.9,restaurant,italian,75110,75,48.8697099200487,2.36708369677783,0,1
l'orange verte,"92 Rue de Maubeuge, 75010 Paris",01 40 16 45 43,389,4.2,restaurant,italian,75110,75,48.879966519686,2.35082213406895,0,0
palissade,"36 Rue de Sambre-et-Meuse, 75010 Paris",01 83 56 18 46,307,4.5,restaurant,international,75110,75,48.8745722620797,2.37247778674609,0,0
pho belleville,"27 Bd de la Villette, 75010 Paris",01 71 24 85 81,549,4.4,restaurant,chinese,75110,75,48.8736319801817,2.37484768604938,0,1
siam square,"1 Bd de Magenta, 75010 Paris",09 86 79 68 96,634,4.0,restaurant,thai,75110,75,48.8687801993487,2.36248965946743,1,1
indian taste,"54 Rue Louis Blanc, 75010 Paris",01 42 05 50 50,777,4.3,restaurant,indian,75110,75,48.8831002618255,2.36182463926966,0,0
café sundarban,"151 Rue La Fayette, 75010 Paris",07 64 15 69 37,410,4.1,restaurant,,75110,75,48.8793097975724,2.3565753885882,0,0
brasserie bellanger,"140 Rue du Faubourg Poissonnière, 75010 Paris",09 54 00 99 65,4013,4.7,restaurant,french,75110,75,48.8809756170091,2.34994588991117,0,0
le verre volé,"67 Rue de Lancry, 75010 Paris",01 48 03 17 34,991,4.2,restaurant,,75110,75,48.8728407285221,2.36351417949234,0,0
dumpling king,"53 Rue du Faubourg Montmartre, 75009 Paris",09 75 91 95 15,78,4.4,restaurant,,75110,75,48.8714250250761,2.35129034718022,0,0
sushirama,"95 Rue du Faubourg Saint-Martin, 75010 Paris",01 48 03 56 48,186,4.5,restaurant,"japanese, sushi",75110,75,48.8732822871813,2.3579210193237,0,0
l'attirail café,"8 Bd Saint-Martin, 75010 Paris",06 81 09 15 93,623,3.9,restaurant,,75110,75,48.8688051774202,2.35793065851234,0,0
sol semilla,"23 Rue des Vinaigriers, 75010 Paris",01 42 01 03 44,793,4.5,restaurant,,75110,75,48.8730796965816,2.36313967605855,1,1
au faubourg,"92 Rue du Faubourg Saint-Denis, 75010 Paris",01 42 29 75 53,451,4.4,restaurant,,75110,75,48.8741885385524,2.35543838342272,0,0
couscous house,"83 Rue du Faubourg Saint-Denis, 75010 Paris",01 53 62 18 02,81,4.2,restaurant,,75110,75,48.8734616599092,2.3546900471074,0,0
krishna bhavan,"24 Rue Cail, 75010 Paris",01 42 05 78 43,2242,4.1,restaurant,indian,75110,75,48.8827230761827,2.35962187511566,0,0
chez domi,"21 Rue du Faubourg Saint-Martin, 75010 Paris",06 51 83 85 86,113,4.0,restaurant,chinese,75110,75,48.8699638917149,2.35594557238375,0,0
zazza,"18 Rue du Faubourg Poissonnière, 75010 Paris",01 45 23 20 05,959,4.4,restaurant,,75110,75,48.8720618820792,2.34804009658663,0,0
tonton mao,"24 Rue d'Enghien, 75010 Paris",01 77 32 56 13,514,4.4,restaurant,chinese,75110,75,48.8720591998702,2.35097828892506,0,0
balou,"9-11 Rue aux Ours, 75003 Paris",01 42 72 70 45,2626,4.7,restaurant,,75110,75,48.8817128892122,2.36434055132622,0,0
l'anason,"32 Rue d'Enghien, 75010 Paris",07 82 43 02 15,207,4.8,restaurant,,75110,75,48.8721481318629,2.35033413966619,0,0
new delhi palace,"13 Rue de Valenciennes, 75010 Paris",09 81 50 90 19,332,4.3,restaurant,indian,75110,75,48.8782103433331,2.35486145702728,0,1
canaletto,"88 Quai de Jemmapes, 75010 Paris",01 40 40 05 05,335,4.1,restaurant,italian,75110,75,48.8726796283431,2.36479778414434,0,0
goût prospère,"77 Rue de Maubeuge, 75010 Paris",01 42 80 66 76,35,3.3,restaurant,chinese,75110,75,48.8803039751078,2.35126394418521,0,1
mardin soupe,"19 Rue du Faubourg Saint-Denis, 75010 Paris",06 43 17 50 91,638,4.6,restaurant,turkish,75110,75,48.8704534786793,2.35286924628102,0,0
baba zulu,"23 Rue Beaurepaire, 75010 Paris",09 87 54 80 30,922,4.3,restaurant,waffle,75110,75,48.8711141402874,2.36399127742098,0,0
villa del padre,"27 Rue de Rocroy, 75010 Paris",01 42 85 26 24,458,4.3,restaurant,italian,75110,75,48.8809545784322,2.35106688564161,0,0
doppio,"12 Rue de Belzunce, 75010 Paris",09 81 82 03 72,401,4.5,restaurant,italian,75110,75,48.879596793937,2.35193541844845,0,1
maison pinsa grands boulevards,"8 Rue du Faubourg Poissonnière, 75010 Paris",01 88 61 58 47,1578,4.8,restaurant,italian,75110,75,48.8712757433806,2.34799005662467,0,0
tesoro d’italia,"41 Rue de Paradis, 75010 Paris",01 53 34 00 64,689,4.6,restaurant,,75110,75,48.875410284759,2.35006625404074,0,0
comer,"96 Rue d'Hauteville, 75010 Paris",,323,4.9,restaurant,mexican,75110,75,48.8773291538525,2.35157885228745,0,0
max chicken,"10 Rue Carnot, 93240 Stains",09 87 35 73 59,53,3.8,restaurant,,75110,75,48.8793909343951,2.36252033723306,0,0
barak,"62 Rue du Faubourg Poissonnière, 75010 Paris",01 40 00 23 46,630,4.4,restaurant,kebab,75110,75,48.8754758312418,2.34829214041505,0,1
la pointe du grouin,"8 Rue de Belzunce, 75010 Paris",,128,4.2,restaurant,,75110,75,48.8794534633928,2.35241025326323,0,0
touytouyt,"242 Rue du Faubourg Saint-Martin, 75010 Paris",06 50 43 01 36,266,4.8,restaurant,cambodian,75110,75,48.882042465645,2.36655412813531,0,0
le madonnina,"10 Rue Marie et Louise, 75010 Paris",01 42 01 25 26,430,4.5,restaurant,italian,75110,75,48.8719975928819,2.36669469265152,0,0
le chardon,"27 Rue Bouchardon, 75010 Paris",09 72 80 50 83,536,4.4,restaurant,,75110,75,48.8710533714894,2.35793375981652,0,0
dawaat,"22 Rue de la Fidélité, 75010 Paris",09 87 15 97 11,614,4.6,restaurant,indian,75110,75,48.8744720983368,2.355787741147,0,0
la bahianaise,"85bis Bd de Magenta, 75010 Paris",06 63 22 82 19,627,4.8,restaurant,brazilian,75110,75,48.877062257483,2.35496409883222,0,0
thensurabi,"60 Rue Louis Blanc, 75010 Paris",01 40 34 42 54,126,4.4,restaurant,indian,75110,75,48.8834985698643,2.36101142702375,0,0
emi-lee,"21 Rue des Messageries, 75010 Paris",01 45 23 98 67,105,4.6,restaurant,vietnamese,75110,75,48.8763905483351,2.349158326289,0,0
la maison blanche,"23-19 Rue de Dunkerque, 75010 Paris",01 48 78 15 92,927,3.6,restaurant,,75110,75,48.8796329199397,2.35549127323173,0,0
sette,"38 Rue du Faubourg Saint-Denis, 75010 Paris",07 53 49 23 19,1487,4.3,restaurant,pizza,75110,75,48.8712294752751,2.35359813658098,0,0
l'apostrophe,"23 Rue de la Grange aux Belles, 75010 Paris",09 80 55 90 75,326,4.3,restaurant,,75110,75,48.8746881838006,2.3662373760144,0,0
gong,"91 Bd de Magenta, 75010 Paris",09 81 10 00 00,207,4.6,restaurant,chinese,75110,75,48.8776851332803,2.35453414370835,0,0
la villa andrea,"109 Bd de Magenta, 75010 Paris",01 48 78 18 15,1155,4.3,restaurant,italian,75110,75,48.8791142477714,2.35323796620162,0,1
les rupins,"35 Bd de Magenta, 75010 Paris",01 53 19 97 04,3129,4.6,restaurant,"pasta, coffee_shop, local, french",75110,75,48.8719118460124,2.35971348931733,0,0
da giuseppe,"76 Rue du Faubourg Poissonnière, 75010 Paris",09 71 28 86 71,695,4.8,restaurant,italian,75110,75,48.876361127855,2.34859984008054,0,0
sachiko,"2 Rue d'Hauteville, 75010 Paris",01 47 70 44 96,298,3.9,restaurant,sushi,75110,75,48.8709369468543,2.34989065316927,0,0
neko ramen green,"31 Rue de Paradis, 75010 Paris",06 11 48 91 73,2513,4.7,restaurant,japanese,75110,75,48.8751496913893,2.35145848815787,0,0
jungle palace,"12 Rue de la Fidélité, 75010 Paris",,11065,4.8,restaurant,"barbecue, french",75110,75,48.8746672290427,2.3567560186016,0,0
amore mio,"31 bis Rue Louis Blanc, 75010 Paris",01 40 34 64 48,932,4.7,restaurant,italian,75110,75,48.8807816597697,2.36553153594815,0,0
kim yang,"40 Rue Louis Blanc, 75010 Paris",01 40 34 48 56,460,4.7,restaurant,chinese,75110,75,48.8815898428737,2.36454783579171,0,0
b&b l'est,"7 Rue Saint-Laurent, 75010 Paris",07 69 76 08 78,234,4.5,restaurant,,75110,75,48.875410284759,2.3582448960623,0,0
avesta,"15 Rue d'Enghien, 75010 Paris",06 19 73 76 21,345,4.7,restaurant,,75110,75,48.8717577866321,2.35189342511356,0,0
l'alsacien (république),"9 Rue René Boulanger, 75010 Paris",01 42 40 87 83,891,4.7,restaurant,regional,75110,75,48.8691435548513,2.35770979536372,1,1
tiger tiger,"15 Rue René Boulanger, 75010 Paris",01 71 70 57 78,1478,4.5,restaurant,asian,75110,75,48.8692130408286,2.35731215787717,0,0
da mimmo,"39 Bd de Magenta, 75010 Paris",01 42 06 44 47,416,4.4,restaurant,italian,75110,75,48.8724266625054,2.35924091761643,0,0
marie belle,"44 Bd de Bonne Nouvelle, 75010 Paris",01 47 70 50 43,894,3.9,restaurant,,75110,75,48.8708603362593,2.34805124451785,0,0
le transistor,"97 Rue du Faubourg Saint-Denis, 75010 Paris",01 47 70 33 82,166,4.2,restaurant,,75110,75,48.8745012673598,2.35530293186744,0,1
tierra del fuego,"4 Rue Sainte-Marthe, 75010 Paris",07 81 69 45 26,191,4.3,restaurant,latino,75110,75,48.873566768975,2.37112704304968,0,0
le fiacre,"23 Rue Philippe de Girard, 75010 Paris",,41,4.2,restaurant,,75110,75,48.8832862562569,2.36144778890298,0,0
baguettes,"25 Rue Louis Blanc, 75010 Paris",,92,4.7,restaurant,vietnamese,75110,75,48.8801310564453,2.3667041642021,0,0
le clairon gourmand,"243 Rue du Faubourg Saint-Martin, 75010 Paris",01 46 07 66 83,31,4.1,restaurant,,75110,75,48.8827061447383,2.36683768791966,0,0
kashmir house,"36 Rue de Chabrol, 75010 Paris",01 88 61 64 86,1185,4.5,restaurant,indian,75110,75,48.8770619387793,2.35221386527186,0,0
mamaioa,"63 Rue du Faubourg du Temple, 75010 Paris",09 67 50 41 52,763,4.6,restaurant,,75110,75,48.8699321243019,2.37050619548162,0,0
cavale,"40 R. des Petites Écuries, 75010 Paris",01 48 24 02 90,554,4.8,restaurant,,75110,75,48.8739318846772,2.35029214633127,0,0
siseng,"82 Quai de Jemmapes, 75010 Paris",,1680,4.6,restaurant,asian,75110,75,48.8722286819524,2.36513096479547,0,0
la p'tite louise,"65 Rue du Faubourg Saint-Martin, 75010 Paris",01 42 41 40 44,855,4.4,restaurant,,75110,75,48.8718872870361,2.35708634940568,0,0
brigade du tigre,"38 Rue du Faubourg Poissonnière, 75010 Paris",01 45 81 51 56,1609,4.7,restaurant,asian,75110,75,48.8734499252447,2.34806599666743,0,0
le bouy bouy,"75 Rue du Faubourg Saint-Denis, 75010 Paris",09 77 08 04 65,47,4.9,restaurant,,75110,75,48.8729728273161,2.35430406046626,0,0
pich pich,"28 Rue d'Enghien, 75010 Paris",01 42 63 77 15,319,4.9,restaurant,mediterranean,75110,75,48.8720980919009,2.35067939025791,0,0
mandala,"50 Rue de Chabrol, 75010 Paris",01 42 63 02 06,62,4.9,restaurant,,75110,75,48.8772691394258,2.35083219235275,0,0
casa do pastel,"93 Av. du Général Leclerc, 75014 Paris",06 52 49 28 25,175,4.4,restaurant,brazilian,75110,75,48.8696503247172,2.35354046908714,0,0
namdo,"43 Rue de Chabrol, 75010 Paris",01 47 70 03 41,111,4.7,restaurant,korean,75110,75,48.8768238927292,2.35285977473043,0,0
la poesia,"3 Rue de la Fidélité, 75010 Paris",01 53 62 95 13,79,4.8,restaurant,italian,75110,75,48.8744639678907,2.35639568058417,0,0
martin,"40 bis Rue René Boulanger, 75010 Paris",01 71 18 38 88,444,4.5,restaurant,,75110,75,48.8684708233026,2.36085284141572,0,0
casta diva,"102 Rue du Faubourg Saint-Denis, 75010 Paris",01 45 89 78 82,314,4.6,restaurant,indian,75110,75,48.8747698235375,2.35579687742145,0,0
faisal restaurant,"11 Rue Jarry, 75010 Paris",01 45 23 34 64,122,4.1,restaurant,indian,75110,75,48.8740161228041,2.35571716552226,0,0
malak al tawouk,"94 Rue René Boulanger, 75010 Paris",06 28 28 28 26,1230,4.4,restaurant,,75110,75,48.8692540283351,2.35619728093604,0,0
le pachyderme,"2 Bd Saint-Martin, 75010 Paris",01 42 06 32 56,2153,3.8,restaurant,,75110,75,48.8682729265687,2.36149204535172,0,0
au p'tit curieux,"27 Rue de Sambre-et-Meuse, 75010 Paris",01 84 25 53 32,987,4.8,restaurant,french,75110,75,48.8747090547395,2.37266889413846,0,0
l'épicerie de la cour,"6 Cr des Petites Écuries, 75010 Paris",01 42 47 07 36,10,3.0,restaurant,french,75110,75,48.8725073802329,2.35345522513188,0,0
nirvana dream,"42 Rue Saint-Georges, 75009 Paris",06 01 43 45 57,305,4.6,restaurant,nepalese,75110,75,48.8825354891897,2.36717631680787,0,0
la ferme de charles,"9 Cr des Petites Écuries, 75010 Paris",01 48 24 11 11,1299,4.1,restaurant,,75110,75,48.8727128206797,2.35211931740406,0,0
bon tivoli,"208 Rue du Faubourg Saint-Martin, 75010 Paris",,20,2.9,restaurant,,75110,75,48.8795888311291,2.36356815894877,0,0
l'école buissonnière,"8 Rue Pierre Dupont, 75010 Paris",01 44 63 24 43,253,4.5,restaurant,,75110,75,48.8790987412505,2.3649223392255,0,0
brasserie au comptoir,"9 Rue de la Grange aux Belles, 75010 Paris",01 40 23 90 66,294,4.2,restaurant,,75110,75,48.8738112690906,2.36483667617506,0,1
fugue,"128 Rue du Faubourg Saint-Martin, 75010 Paris",09 54 94 96 68,140,4.9,restaurant,,75110,75,48.8744149337571,2.35887747829483,0,0
la ville d'aulnay,"6 Rue de Dunkerque, 75010 Paris",01 40 35 18 88,282,3.6,restaurant,,75110,75,48.8796180839712,2.35741307599136,0,0
pizzalolo,"Angle MAGENTA /PETITS HÔTELS, Marché saint Quentin, 85b Bd de Magenta, 75010 Paris",01 53 34 01 44,3,4.0,restaurant,pizza,75110,75,48.8772121569774,2.3549453795366,0,0
les complices,"22 Av. Claude Vellefaux, 75010 Paris",01 42 01 03 92,429,4.5,restaurant,,75110,75,48.8734595644334,2.37040779193836,0,1
monsieur le zinc bonne nouvelle,"16 Rue de Mazagran, 75010 Paris",09 74 73 58 69,259,4.7,restaurant,,75110,75,48.8707264772656,2.35192158830822,0,0
özlem,"57 R. des Petites Écuries, 75010 Paris",01 47 70 37 87,1116,4.5,restaurant,"kebab, turkish",75110,75,48.8739106784622,2.34857871768455,0,0
hara-kiri,"82 Rue du Faubourg Saint-Denis, 75010 Paris",01 42 46 37 48,611,4.3,restaurant,,75110,75,48.8736098519573,2.3550653887315,0,0
patapizza,"20 Rue Eugène Varlin, 75010 Paris",01 42 05 27 37,93,4.8,restaurant,pizza,75110,75,48.8789859208337,2.36363906984963,0,0
pondichery,"3 Rue Perdonnet, 75010 Paris",01 40 37 01 49,175,4.5,restaurant,,75110,75,48.8831870983424,2.35959128116906,0,0
bonhomie,"22 Rue d'Enghien, 75010 Paris",09 82 23 17 40,980,4.4,restaurant,spanish,75110,75,48.8720028734809,2.35123569717152,0,0
chocho,"54 Rue de Paradis, 75010 Paris",01 42 28 26 03,1373,4.5,restaurant,,75110,75,48.8757235164806,2.3491633554309,0,0
yoshi world,"54 Bis Rue de Lancry, 75010 Paris",01 42 00 27 23,246,4.6,restaurant,japanese,75110,75,48.8721947352445,2.3630045597794,0,0
qi hong,"160 Rue du Faubourg Saint-Denis, 75010 Paris",01 40 05 19 92,45,4.1,restaurant,chinese,75110,75,48.8789968173079,2.35710076627913,0,0
alberto pizzeria,"55 Rue de Lancry, 75010 Paris",01 42 06 43 55,262,4.5,restaurant,pizza,75110,75,48.8718846886461,2.36235219625539,0,0
les tontons veg,"8 Rue de Paradis, 75010 Paris",01 53 62 08 94,909,4.9,restaurant,burger,75110,75,48.8746234755081,2.35456985061589,1,0
pedzouille,"66 Rue du Faubourg Poissonnière, 75010 Paris",09 86 40 42 42,845,4.5,restaurant,french,75110,75,48.8760628997401,2.34844376904346,0,0
bodhi vegan,"23 Av. Claude Vellefaux, 75010 Paris",01 42 85 33 87,1135,4.6,restaurant,vietnamese,75110,75,48.8758465628191,2.37011509587956,0,0
novela,"8 Bd de Magenta, 75010 Paris",01 40 05 54 83,215,4.8,restaurant,,75110,75,48.8693032301068,2.36258697336328,0,0
jah jah by le tricycle,"11 R. des Petites Écuries, 75010 Paris",01 46 27 38 03,1656,4.7,restaurant,"african, burger, caribbean",75110,75,48.8731477576354,2.35316009832113,0,0
le local bio,"54 Rue de l'Aqueduc, 75010 Paris",06 58 82 52 33,96,4.7,restaurant,sandwich,75110,75,48.8827553465099,2.36491881882617,0,1
l'étoile de l'est,"10 R. du Château Landon, 75010 Paris",01 40 34 58 08,250,4.2,restaurant,,75110,75,48.8801631591345,2.36243576383004,0,0
porte 12,"12 Rue des Messageries, 75010 Paris",01 42 46 22 64,108,4.5,restaurant,french,75110,75,48.8763708508627,2.3497750667245,0,0
l'etoile d'afrique,"69 Bd de Strasbourg, 75010 Paris",01 45 23 90 96,320,4.0,restaurant,,75110,75,48.8739255982498,2.35656549794246,0,0
loui's corner,"49 Rue Bichat, 75010 Paris",09 81 10 62 16,849,4.3,restaurant,,75110,75,48.8726763594009,2.36643409928186,1,1
le fil rouge,"3 Rue René Boulanger, 75010 Paris",01 40 18 92 17,691,4.4,restaurant,,75110,75,48.8689599911718,2.35845519801293,0,0
sesto senso,"4 Rue de l'Échiquier, 75010 Paris",01 42 46 86 19,114,4.5,restaurant,italian,75110,75,48.8711055907462,2.35288726737284,0,0
ghido ramen paris,"77 Rue du Faubourg Saint-Martin, 75010 Paris",,198,4.8,restaurant,japanese,75110,75,48.8724528978623,2.35742539738902,0,0
la nouvelle rôtisserie,"4 Rue Jean et Marie Moinon, 75010 Paris",,92,4.5,restaurant,international,75110,75,48.8737632407854,2.37062748162055,0,0
le chaland,"163 Quai de Valmy, 75010 Paris",,336,4.1,restaurant,,75110,75,48.8788257426641,2.36620083091654,0,0
le catrina,"141 Rue du Faubourg Saint-Denis, 75010 Paris",06 22 87 87 66,823,4.3,restaurant,,75110,75,48.87799333586,2.35625922320051,0,0
mangioni,"23 Rue Saint-Vincent de Paul, 75010 Paris",01 83 89 61 14,408,4.8,restaurant,"italian, italian_pizza",75110,75,48.881704339671,2.35257587966993,0,0
trésor,"9 Rue du Trésor, 75004 Paris",01 42 71 35 17,1877,4.1,restaurant,,75110,75,48.8752612545206,2.37051784632703,0,0
le select strasbourg,"35 Bd de Strasbourg, 75010 Paris",01 47 70 08 04,30,4.6,restaurant,,75110,75,48.8714825249319,2.35521592771249,0,0
les enfants sauvages,"9 Rue des Récollets, 75010 Paris",01 44 91 97 20,137,4.6,restaurant,,75110,75,48.8743251635742,2.36201314827201,0,0
o'kaido,"203 Rue du Faubourg Saint-Martin, 75010 Paris",01 89 32 05 83,102,4.8,restaurant,japanese,75110,75,48.8801094311352,2.3636870981548,0,0
boua thai,"15 Rue Saint-Vincent de Paul, 75010 Paris",01 48 78 41 88,422,4.3,restaurant,thai,75110,75,48.8811182770011,2.35237094213736,0,0
sold out,"2 Rue Lucien Sampaix, 75010 Paris",,485,4.6,restaurant,burger,75110,75,48.8707160837057,2.35978616041785,0,1
soleil du liban,"2-12 R. des Petites Écuries 2-12, 75010 Paris",09 80 65 72 42,70,2.7,restaurant,,75110,75,48.8731452430644,2.35360668612222,0,0
indy,"25 Rue du Faubourg Saint-Martin, 75010 Paris",01 42 41 95 27,429,4.6,restaurant,,75110,75,48.8700450285376,2.35599754018344,0,0
pic nic,"28 Rue de l'Échiquier, 75010 Paris",,134,4.9,restaurant,korean,75110,75,48.8715203273152,2.35072767002018,0,0
dixième degré,"19 Rue Sainte-Marthe, 75010 Paris",01 40 40 04 76,261,4.5,restaurant,international,75110,75,48.8739846906672,2.37180547429256,0,0
urfa dürüm,"58 Rue du Faubourg Saint-Denis, 75010 Paris",01 48 24 12 84,3334,4.5,restaurant,"kebab, mediterranean",75110,75,48.8723830766088,2.35426642572099,0,0
navigli,"52 Rue d'Enghien, 75010 Paris",06 09 28 52 05,2096,4.3,restaurant,italian,75110,75,48.872460190118,2.34837704909418,0,1
vendredi soir,"140 Rue du Faubourg Saint-Martin, 75010 Paris",01 42 82 70 19,877,4.6,restaurant,,75110,75,48.8748396447909,2.35921552044979,0,0
loan,"25 Bd de la Villette, 75010 Paris",06 52 88 09 61,860,4.6,restaurant,vietnamese,75110,75,48.8734502605209,2.37504566660235,0,0
samourice,"19 Rue de l'Aqueduc, 75010 Paris",06 15 37 33 32,240,4.7,restaurant,,75110,75,48.8804811685409,2.35965079268161,0,0
le martel,"3 Rue Martel, 75010 Paris",01 47 70 67 56,127,4.3,restaurant,,75110,75,48.8736229277263,2.35268853244858,0,0
aca,"59 Rue de Lancry, 75010 Paris",01 40 05 17 10,883,4.6,restaurant,mexican,75110,75,48.8720946553206,2.36257297558498,0,1
packiams,"72 Bd de Strasbourg, 75010 Paris",01 44 63 35 82,197,4.4,restaurant,,75110,75,48.875384049402,2.35807315086629,0,0
tibet town,"43 Rue Louis Blanc, 75010 Paris",09 81 50 31 21,264,4.8,restaurant,,75110,75,48.8816663696496,2.36398297933684,0,0
le citizen,"96 Quai de Jemmapes, 75010 Paris",01 83 62 55 50,59,4.4,restaurant,,75110,75,48.8732113762805,2.36432018330152,0,0
escale bollywood,"23 Rue de Sambre-et-Meuse, 75010 Paris",01 86 04 08 11,80,4.8,restaurant,indian,75110,75,48.8747775348884,2.3722258267367,0,0
sangeetha,"178 Rue du Faubourg Saint-Denis, 75010 Paris",01 40 35 00 00,2048,4.1,restaurant,indian,75110,75,48.8803251813228,2.35779554223319,0,0
ma tartine dans ta cuisine,"33 Rue du Faubourg Saint-Martin, 75010 Paris",06 58 53 50 29,69,4.8,restaurant,,75110,75,48.8704208730759,2.35621102725725,0,0
ata,"07 Rue René Boulanger, 75010 Paris",09 87 41 54 67,213,4.7,restaurant,japanese,75110,75,48.8691196664273,2.35787349393269,0,0
marcus pizze amore,"4 Rue Bichat, 75010 Paris",09 62 52 14 36,573,4.7,restaurant,"italian, pizza",75110,75,48.8697726166845,2.36927606737189,1,1
la tarte au carré,"38 Rue du Château d'Eau, 75010 Paris",09 52 54 62 83,59,4.6,restaurant,french,75110,75,48.8708518705371,2.35907436920036,0,0
y'a pas d'sushi,"Rue du 8 Mai 1945, 75010 Paris",,293,2.4,restaurant,,75110,75,48.8772200154913,2.35936542125229,0,0
pouliche,"11 Rue d'Enghien, 75010 Paris",01 45 89 07 56,2172,4.6,restaurant,french,75110,75,48.8717153742021,2.35226164211997,0,0
caspita,"8 R. du Château Landon, 75010 Paris",01 42 09 31 33,965,4.6,restaurant,"italian, pizza",75110,75,48.8798643442864,2.36245219236025,0,0
galbar,"50 Rue du Faubourg Poissonnière, 75010 Paris",09 83 32 42 49,678,4.7,restaurant,crepe,75110,75,48.8744835815441,2.34811737773387,0,1
bistro paradis,"55 Rue de Paradis, 75010 Paris",,1,5.0,restaurant,,75110,75,48.8756385239824,2.34876915452466,0,0
oma,"19 Rue Vernet, 75008 Paris",01 47 20 41 73,225,4.8,restaurant,,75110,75,48.8693444690704,2.36354108540152,0,1
lahore-lahore,"7 Rue Jarry, 75010 Paris",01 44 83 98 56,75,3.4,restaurant,,75110,75,48.8788320290915,2.35704008130014,0,0
romy's,"123 Bd de Magenta, 75010 Paris",01 48 78 93 46,399,4.6,restaurant,,75110,75,48.8800924996908,2.35236381751966,0,1
organisation des burgers unis,"200 Rue du Faubourg Saint-Martin, 75010 Paris",01 40 37 85 87,1223,4.5,restaurant,burger,75110,75,48.879242826166,2.36317563442316,0,0
china town belleville,"27 Rue du Buisson Saint-Louis, 75010 Paris",01 42 39 34 18,917,3.8,restaurant,chinese,75110,75,48.8732187523552,2.37453344849939,0,0
rebelote,"212 Rue Saint-Maur, 75010 Paris",06 09 32 07 02,123,4.9,restaurant,,75110,75,48.8732565547386,2.3708521166256,0,0
iné,"29 Rue d'Enghien, 75010 Paris",,20,4.8,restaurant,,75110,75,48.8719791526949,2.3504902945223,0,0
poke j&w,"8 Rue de la Grange aux Belles, 75010 Paris",09 73 28 65 30,41,4.6,restaurant,asian,75110,75,48.8734458181122,2.3646572196281,0,0
filakia - grand café d'athènes,"9 Rue Mandar, 75002 Paris",01 42 21 42 88,1248,4.4,restaurant,greek,75110,75,48.8731292336293,2.35477286031073,0,0
thalappakatti,"176 Rue du Faubourg Saint-Denis, 75010 Paris",01 42 08 44 76,813,3.9,restaurant,indian,75110,75,48.880243625405,2.35774223332899,0,0
dishny,"25 Rue Cail, 75010 Paris",01 40 05 18 36,1425,4.3,restaurant,indian,75110,75,48.8827390856178,2.3593304363423,0,0
shalini,"208 Rue du Faubourg Saint-Denis, 75010 Paris",01 46 07 43 80,182,4.2,restaurant,indian,75110,75,48.8822786676765,2.35887613719029,0,0
chez casimir,"6 Rue de Belzunce, 75010 Paris",01 48 78 28 80,1710,4.2,restaurant,french,75110,75,48.8793692252659,2.35257856187894,0,0
extérieur quai,"5 Rue d'Alsace, 75010 Paris",09 73 35 20 13,326,4.3,restaurant,,75110,75,48.8767186998444,2.35754123529088,0,0
naina,"218 Rue du Faubourg Saint-Denis, 75010 Paris",01 40 34 67 66,246,3.8,restaurant,,75110,75,48.8833216278883,2.35936203611729,0,0
la grange paris 10,"35 Rue de la Grange aux Belles, 75010 Paris",,291,4.6,restaurant,pizza,75110,75,48.8753189220144,2.36725887855414,0,0
chez mao,"6 Bd Saint-Martin, 75010 Paris",01 40 18 38 33,234,4.0,restaurant,,75110,75,48.8687814566342,2.35803492938783,0,0
foresta,"126 Bd de Magenta, 75010 Paris",09 86 67 98 98,642,4.0,restaurant,italian,75110,75,48.8802480678137,2.35281744611939,0,1
shah,"4 Rue de Saint-Quentin, 75010 Paris",01 40 34 73 83,354,4.3,restaurant,,75110,75,48.8784809949866,2.35649123428036,0,0
la guincheuse,"266 Rue du Faubourg Saint-Martin, 75010 Paris",01 42 09 41 53,441,4.5,restaurant,,75110,75,48.8831794708105,2.36799346854826,0,0
douraku,"4 Rue de Compiègne, 75010 Paris",01 45 26 59 47,141,4.0,restaurant,asian,75110,75,48.879813298496,2.35368312907914,0,0
han shi fang,"48 Rue René Boulanger, 75010 Paris",01 53 72 90 16,1287,4.4,restaurant,chinese,75110,75,48.868640892118,2.35997995001924,0,0
professor wings,"49 Rue de l'Aqueduc, 75010 Paris",09 86 06 17 48,332,4.4,restaurant,,75110,75,48.8830045404913,2.36503809330833,0,0
maikai,"49 Rue du Faubourg du Temple, 75010 Paris",09 72 88 79 88,81,4.5,restaurant,,75110,75,48.8696071579159,2.36943557498927,0,0
le bistrot lorrain,"17 Rue du 8 Mai 1945, 75010 Paris",01 40 35 71 45,436,3.9,restaurant,pizza,75110,75,48.8762886243925,2.35660891620091,0,0
le vaillant,"159 Quai de Valmy, 75010 Paris",09 86 74 31 04,128,4.9,restaurant,,75110,75,48.8783641512564,2.36582607602566,0,0
mooky,"20 Rue du Faubourg Saint-Martin, 75010 Paris",09 87 30 63 58,113,4.9,restaurant,,75110,75,48.8698355647773,2.35620499228696,0,0
